FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,nom_fs,etab_adr,ouverture_jour,annee,etablissement_type,secteur,ministere_tutelle,services_proposes,geometry
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5683,Maritime,Avé,Avé 1,Kévé,Ave,CMS Keve,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1962,USP 2,Public,MSHPAUS,"{Chirurgie generale,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Diagnostic-prise en charge integree maladies non transmissibles,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d urgence,Service de reeducation fonctionnelle,Service de transfusion sanguine,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Services de sante destines aux adolescents,Soins obstetricaux et neonatals d urgence complets,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.9278700000000006 6.4322066666666675)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5684,Plateaux,Kloto,Kloto 2,Lavié,Kloto,CMS Kloto 2,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2019,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.6887756037097745 7.014163042171946)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5685,Maritime,Yoto,Yoto 1,Kouvé,Yoto1/kouve,CMS Kouve,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",1947,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (1.4133080135477913 6.662499340599153)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5686,Plateaux,Kloto,Kloto 1,Kpadapé,Kloto 1/kpadape,CMS Kpadape,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1949,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Service d urgence,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.5916627550947471 6.84110535682251)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5687,Savanes,Tône,Tône 4,Korbongou,Tone,CMS Koutong Bongou,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1957,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (0.3088955972947655 10.910512171027918)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5688,Kara,Kozah,Kozah 2,Kouméa,Kozah/koumea,CMS Koumea,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1898,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.1847300000000005 9.728096666666666)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5689,Savanes,Tône,Tône 1,Dapaong,Tone,CMS Koutong Bong,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2014,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (0.223811625905125 10.891442700807076)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_568a,Kara,Binah,Binah 1,Solla,Binah,CMS Kouyoria,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2007,USP 1,Public,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,autre}",POINT (1.337532356073988 9.959293855928573)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_568b,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,Kpele/ele,CMS Kpele Ele,S/C BP 35 Adeta,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2000,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.7986586388559407 7.275057840954303)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_568c,Maritime,Golfe,Golfe 2,Bè-Centre,Golfe,CMS Police,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 2,Public,MSHPAUS,"{Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d urgence,Service de reeducation fonctionnelle,Services d accouchement,Services de consultations prenatales,Services de laboratoire,Stockage medicaments vaccins produits contraceptifs}",POINT (1.235000763991563 6.151832916627742)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_568d,Plateaux,Haho,Haho 1,Notsé,Haho 1,CMS Le Bien Etre,BP 198,"{Mercredi,Lundi,Mardi,Jeudi,Vendredi,Samedi,Dimanche}",2019,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Soins obstetricaux neonatals d urgence de base,Traitement antiretroviral (VIH-SIDA),autre}",POINT (1.1682528085770074 6.951107267665776)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_568e,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Agoe nyive 2,CMS Legbassito,Nsp,"{Lundi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1980,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Traitement antiretroviral (VIH-SIDA)}",POINT (1.1447603047130612 6.264282665025872)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_568f,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Tchaoudj,CMS Mancini,BP 233,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2000,USP 2,Para Public,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (1.1277947469446976 8.993304675168991)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5690,Maritime,Golfe,Golfe 1,Bè-Est,Golfe 1,CMS Port Autonome de Lomé,S/C BP 1225,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 1,Public,MSHPAUS,"{Diagnostic ou traitement du paludisme,Service d urgence,Service de reeducation fonctionnelle,Services de conseil et de depistage du VIH,Prevention de la transmission mere-enfant VIH,Services de soins et d appui en matiere de VIH/SIDA,Stockage medicaments vaccins produits contraceptifs}",POINT (1.2778483427841407 6.141089424618988)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5691,Plateaux,Est-Mono,Est-Mono 2,Morétan,Elevagnon,CMS Moretan,S/C BP 16 Elavagnon,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d imagerie medicale,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.348352189708494 8.10824722317411)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5692,Savanes,Tône,Tône 2,Naki-Ouest,Tone,CMS Naki Ouest,BP 23,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1972,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (0.0934770337894835 10.909293266077755)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5693,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Namoundjoga,Kpedjale ouest /namondjoaga,CMS Namondjoaga,Nsp,Lundi,1964,USP 1,Public,Nsp,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Traitement antiretroviral (VIH-SIDA),autre}",POINT (0.3915583333333337 10.894836666666667)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5694,Savanes,Tandjoaré,Tandjoaré 2,Nano,Tandjouare/nano,CMS Nano,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1085,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.1055270673643131 10.707317228326414)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5695,Maritime,Golfe,Golfe 2,Bè-Centre,Golf,CMS Nukafu,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1985,USP 2,Public,MSHPAUS,"{Chirurgie generale,Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.2375544557603273 6.159966218933423)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5696,Kara,Kozah,Kozah 1,Commune De Kara,Lama,CMS Uk,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,Infirmerie,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Chirurgie generale,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Services de conseil et de depistage du VIH,Services de laboratoire,Services de sante destines aux adolescents,Stockage medicaments vaccins produits contraceptifs}",POINT (1.2079405713778806 9.531269934825334)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5697,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,Est mono,CMS Nyamassila,S/C BP 16 Elavagnon,"{Lundi,Mardi,Mercredi,Vendredi,Jeudi,Samedi,Dimanche}",1970,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service de transfusion sanguine,Services d accouchement,Services de consultations prenatales,Services de CPC,Services de conseil et de depistage du VIH,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.1905633866313985 7.991432397841974)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5698,Maritime,Golfe,Golfe 4,Amoutivé,Golfe,CMS Nyekonakpoe,07BP 12420,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2005,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Service de reeducation fonctionnelle,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.2007372252635904 6.128619220123666)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5699,Plateaux,Wawa,Wawa 2,Gobé,Wawa,CMS Ona,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1995,USP 2,Public,MSHPAUS,{autre},POINT (0.7653621028374062 7.514503514929499)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_569a,Kara,Kozah,Kozah 2,Pya,Kozah/pya,CMS Pya,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1984,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Service de transfusion sanguine,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Services de sante destines aux adolescents,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.150400733162885 9.659941711975947)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_569b,Kara,Kozah,Kozah 2,Pya,Kozah,CMS Pya Pittah,BP 455 Kara,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.1653483333333348 9.679796666666666)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_569c,Plateaux,Amou,Amou 1,Amlamé (Ouma),Amou,CMS Sante et Vie,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Dimanche,Samedi}",2007,USP 2,Public,MSHPAUS,"{Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de laboratoire,Services de sante destines aux adolescents,Traitement antiretroviral (VIH-SIDA),autre}",POINT (0.9000033944854539 7.461096117480805)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_569d,Kara,Bassar,Bassar 4,Sanda-Kagbanda,Bassar,CMS Sanda-Kagbanda,S/C BP 62,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",1972,USP 2,Public,MSHPAUS,"{autre,Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.8974976943535915 9.486107940170559)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_569e,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Golfe 7,CMS Segbe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Dimanche,Samedi}",1974,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.1119381359031 6.194186988852879)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_569f,Plateaux,Ogou,Ogou 1,Gnagna,Ougou/gnagna,Infirmerie de Ceg Nyekonakpoe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1994,Infirmerie,Public,Nsp,"{Service d urgence,autre}",POINT (1.1373849999999994 7.526051666666667)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56a0,Kara,Doufelgou,Doufelgou 1,Siou,Doufelgou,CMS Siou,BP 33,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1956,USP 2,Public,MSHPAUS,"{Chirurgie generale,Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d imagerie medicale,Service d urgence,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.202334349601846 9.822234321317016)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56a1,Maritime,Golfe,Golfe 4,Amoutivé,Golfe 4,Infirmerie Ena,Nsp,"{Lundi,Mardi,Jeudi,Mercredi,Vendredi}",Nsp,Infirmerie,Para Public,MSHPAUS,{autre},POINT (1.2230923546273478 6.133041775432924)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56a2,Kara,Kozah,Kozah 2,Tcharè,Kozah/tchare,CMS Tchare,BP 454,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2000,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Service d urgence,Service de transfusion sanguine,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.1872156772760507 9.659892219730377)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56a3,Kara,Kozah,Kozah 1,Commune De Kara,Kozah,CMS Tchintchinda,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.2114875227790325 9.54124588788223)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56a4,Kara,Kozah,Kozah 2,Tchitchao,Kozah/tchitchao,CMS Tchitchao,Nsp,"{Lundi,Mercredi,Mardi,Jeudi,Vendredi,Samedi,Dimanche}",2008,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Service d urgence,Service de transfusion sanguine,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.1374088190321359 9.624367652828127)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56a5,Plateaux,Amou,Amou 3,Témédja,Amou 3,CMS Temedja,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1976,USP 2,Public,MSHPAUS,"{Services d accouchement,Service d urgence,Diagnostic ou traitement du paludisme,Services de CPC,Services de consultations prenatales,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant}",POINT (1.0692018986410876 7.524953973316261)
