FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,nom_fs,etab_adr,ouverture_jour,annee,etablissement_type,secteur,ministere_tutelle,services_proposes,geometry
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5869,Kara,Bassar,Bassar 1,Bassar,Bassar,USP Nangbani,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",1998,USP 1,Public,MSHPAUS,"{autre,Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins et d appui en matiere de VIH/SIDA,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.7948995042482351 9.265734475078485)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_586a,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Tandjouare/tamongue,USP NassONGue,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2017,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs}",POINT (0.1716549214358168 10.588612269659226)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_586b,Kara,Bassar,Bassar 2,Bangeli,Bassar,USP Natchamba,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1978,USP 1,Public,MSHPAUS,"{Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Diagnostic-prise en charge integree maladies non transmissibles,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,autre}",POINT (0.58371 9.392069999999997)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_586c,Kara,Dankpen,Dankpen 2,Natchitikpi,Natchitikpi,USP Natchitikpi,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1995,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Chirurgie generale,Diagnostic ou traitement du paludisme,Service d urgence,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Traitement antiretroviral (VIH-SIDA)}",POINT (0.7394366666666666 9.688080000000001)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_586d,Savanes,Tandjoaré,Tandjoaré 1,Nandoga,Tandjouare/nandoga,USP Natigou,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1997,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Services d accouchement,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Stockage medicaments vaccins produits contraceptifs,autre}",POINT (0.2210675112954065 10.621157305173798)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_586e,Kara,Kéran,Kéran 1,Akpontè,Keran,USP Natiponi,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2017,USP 1,Public,MSHPAUS,"{Traitement ou suivi therapeutique de la tuberculose,Services de consultations prenatales,Services de planification familiale,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Service d urgence}",POINT (0.949938333333334 10.185676666666668)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_586f,Kara,Dankpen,Dankpen 3,Nawaré,Naware,USP Naware,Nsp,"{Dimanche,Jeudi,Mardi,Lundi,Mercredi,Vendredi,Samedi}",1980,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d urgence,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.6312478845625552 9.61183625902684)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5870,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Tandjouare/tamongue,USP Nayergou,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1996,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.1737429876962382 10.46619627709151)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5871,Savanes,Tône,Tône 3,Nioukpourma,Tone,USP Nioukpourma,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1997,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Traitement antiretroviral (VIH-SIDA),autre}",POINT (0.1327961439548915 10.830072270275535)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5872,Maritime,Avé,Avé 2,Noépé,Ave/noepe,USP Noepe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1975,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (1.0335950000000007 6.265320000000001)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5873,Plateaux,Agou,Agou 2,Agotimé-Nord,Agou,USP Nyitoe,S/C DPS,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2013,USP 1,Public,MSHPAUS,"{Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service de reeducation fonctionnelle,Services d accouchement,Services de consultations prenatales,Services de soins curatifs de l enfant,Services de vaccination de l enfant}",POINT (0.6606597938335114 6.65851017187357)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5874,Plateaux,Agou,Agou 2,Agotimé-Nord,Agou,USP Nyitoe-Zukpe,S/C DPS AGOU,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1948,USP 1,Public,MSHPAUS,"{Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.6501131976096308 6.660404980262696)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5875,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,Agoe-nyve,USP Nyivemegble,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2020,USP 2,Public,MSHPAUS,"{Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de consultations prenatales,Services de CPC,Services de planification familiale,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,autre}",POINT (1.189476894916562 6.281376523537301)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5876,Plateaux,Amou,Amou 3,Otadi,Ougou 3,USP Oga,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1968,USP 1,Public,MSHPAUS,"{Diagnostic ou traitement du paludisme,Service d urgence,Services d accouchement,Services de consultations prenatales,Services de conseil et de depistage du VIH,Services de planification familiale,Services de soins curatifs de l enfant,Services de sante destines aux adolescents,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets}",POINT (0.9131042375439209 7.636616456731186)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5877,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,Kpendjal/ogaro,USP Ogaro Centre,Nsp,Nsp,1985,USP 1,Public,MSHPAUS,"{Chirurgie generale,Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs}",POINT (0.4601546276798661 10.743227620354961)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5878,Plateaux,Est-Mono,Est-Mono 2,Kamina,Est mono,USP Ogou Kinko,Bp 16 Elavagnon,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1988,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Service d urgence,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.4845054143718872 8.03834907879286)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5879,Plateaux,Est-Mono,Est-Mono 1,Elavagnon,Est mono,USP Ogou Kolide,S/C BP 16 Elavagnon,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2002,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs}",POINT (1.354871666666667 7.925260023356075)
